Opponent,Results,Score,PlusMinus
Nebraska,L, 76_68 ,-6.4
Marquette,L, 82_69 ,-12.2
Illinois St.,L, 81_63 ,-8.1
Jacksonville St.,L, 64_56 ,-2.6
Louisiana Monroe,W, 79_66 ,10.9
Wyoming,W, 80_70 ,4.6
Wisconsin,L, 76_61 ,-9
Canisius,L, 73_69 ,-4.1
Loyola Marymount,L, 72_67 ,0.5
Eastern Washington,W, 78_72 ,1.2
Loyola Marymount,W, 82_70 ,-0.1
Longwood,L, 85_82 ,-1.3
SIU Edwardsville,L, 94_85 OT,-0.5
North Dakota,L, 75_62 ,-7.9
Utah Valley,W, 89_85 ,1.6
Houston Baptist,W, 90_73 ,6.5
UT Rio Grande Valley,W, 76_73 ,-4.8
North Dakota,L, 83_73 ,-3.9
Chicago St.,W, 75_71 ,4.6
NJIT,L, 76_68 ,-2.6
Utah Valley,L, 94_79 ,-12.1
SIU Edwardsville,W, 90_67 ,7.4
NJIT,W, 99_84 ,7.9
Chicago St.,W, 105_73 ,13
UT Rio Grande Valley,L, 75_74 ,-4.8
Houston Baptist,W, 96_87 ,4.9
Chicago St.,W, 73_70 OT,-2.3
Utah Valley,W, 72_70 ,2.3
North Dakota,L, 77_76 2OT,1.1
