Opponent,Results,Score,PlusMinus
Navy,W, 83_52 ,8.9
Louisiana Tech,W, 89_58 ,11.9
Illinois,W, 90_84 OT,2.7
Pittsburgh,L, 68_66 ,-3.3
Sam Houston St.,W, 84_50 ,12.7
Rice,W, 62_59 ,2
Lamar,W, 76_55 ,8
USC,L, 73_56 ,-9.1
Texas St.,W, 101_65 ,10.6
North Florida,W, 70_48 ,13.1
North Carolina,W, 78_76 ,0.3
Michigan St.,W, 67_55 ,6.8
Coppin St.,W, 95_75 ,9.7
Arkansas,W, 79_46 ,14.4
Connecticut,L, 82_81 OT,1.1
Texas Tech,W, 83_52 ,12.3
Oklahoma,W, 66_46 ,9.4
Texas A&M,W, 81_60 ,12.3
Kansas,W, 74_63 ,-5.8
Oklahoma St.,W, 61_46 ,6.1
Missouri,W, 71_58 ,10
Texas A&M,W, 69_49 ,18
Texas Tech,W, 76_60 ,12.4
Oklahoma,W, 68_52 ,14.1
Baylor,W, 69_60 ,9.8
Oklahoma St.,W, 73_55 ,12
Nebraska,L, 70_67 ,0.2
Iowa St.,W, 76_53 ,8.6
Colorado,L, 91_89 ,6.3
Kansas St.,L, 75_70 ,-1.3
Baylor,W, 60_54 ,0.6
Oklahoma,W, 74_54 ,13.2
Texas A&M,W, 70_58 ,2.3
Kansas,L, 85_73 ,-10.5
Oakland,W, 85_81 ,8.2
Arizona,L, 70_69 ,-4.1
