Opponent,Results,Score,PlusMinus
New Mexico,L, 63_54 ,-9.6
Syracuse,L, 66_55 ,-2.6
Mississippi St.,L, 82_76 ,-4.6
Albany,W, 84_82 2OT,0.1
Bowling Green,W, 71_62 ,10.4
Niagara,W, 96_77 ,16.4
Akron,L, 77_69 ,-4.1
Wright St.,W, 78_69 ,7.1
Western Michigan,L, 71_69 ,-4.2
Eastern Michigan,W, 68_65 OT,3.8
Central Michigan,W, 75_49 ,9.2
Bradley,L, 73_65 ,-4.3
Green Bay,W, 79_56 ,8.5
Milwaukee,L, 84_81 OT,1.8
Loyola Chicago,W, 83_71 ,4.5
Illinois Chicago,W, 72_69 ,-1.4
Butler,L, 87_64 ,-13.1
Valparaiso,L, 78_68 ,-9.5
Cleveland St.,L, 81_69 ,-4.6
Youngstown St.,W, 73_69 ,2.4
Milwaukee,L, 72_67 ,4.4
Green Bay,L, 85_74 ,-2.3
Illinois Chicago,W, 77_63 ,2.9
Loyola Chicago,W, 81_71 ,4.4
Cleveland St.,W, 81_78 ,-0.9
Valparaiso,L, 82_74 ,-1.8
Butler,L, 66_51 ,-1
Youngstown St.,W, 91_79 ,10.9
Drake,L, 84_76 ,-4
Wright St.,W, 77_67 ,1.4
Loyola Chicago,W, 90_69 ,8.3
Valparaiso,L, 88_78 ,-1.7
