Opponent,Results,Score,PlusMinus
Wofford,W, 69_55 ,9
Siena,W, 76_69 ,-1.1
Western Kentucky,W, 95_77 ,6.7
North Carolina,W, 72_67 ,2
West Virginia,W, 74_70 ,0.3
North Dakota St.,W, 84_65 ,6.8
Virginia,L, 87_79 ,2.7
Cornell,W, 71_66 ,-0.4
Saint Joseph's,W, 83_73 ,5.2
Eastern Kentucky,W, 71_58 ,5.9
Akron,W, 66_58 ,1.7
South Dakota St.,W, 85_73 ,2.2
Wisconsin,L, 68_60 ,-2.1
Michigan St.,L, 71_62 ,-2.2
Indiana,W, 67_63 ,1
Ohio St.,L, 67_64 ,-7.7
Purdue,W, 70_67 ,0.2
Iowa,W, 69_59 ,5.7
Michigan,W, 69_64 ,1.3
Northwestern,W, 81_70 ,5.6
Purdue,L, 73_61 ,-5
Indiana,L, 60_57 ,-8.4
Ohio St.,L, 82_69 ,-8.4
Illinois,L, 71_62 ,-1.4
Iowa,W, 62_45 ,6.4
Penn St.,L, 66_63 ,-2.6
Michigan St.,L, 53_48 ,0.8
Michigan,L, 70_63 ,-2.8
Northwestern,L, 68_57 ,2.3
Penn St.,L, 66_63 ,-1.5
Northwestern,L, 75_65 ,-4.1
