Opponent,Results,Score,PlusMinus
Kentucky,L, 88_65 ,-12.3
Murray St.,L, 50_39 ,-4.6
Tennessee Tech,W, 73_60 ,5.6
Dayton,W, 73_68 ,3.8
USC Upstate,L, 60_59 ,-2.9
College of Charleston,L, 79_59 ,-12.2
Mississippi St.,W, 63_62 ,-1.2
Mississippi,L, 71_50 ,-12
Southern Miss,L, 64_60 ,-7.2
Northeastern,L, 77_67 ,-11.9
Appalachian St.,W, 79_51 ,13
Campbell,W, 72_59 ,7.5
Mercer,W, 62_61 ,-2.9
Kennesaw St.,W, 80_69 ,11
Florida Gulf Coast,W, 84_65 ,10.5
Stetson,W, 62_42 ,6.3
North Florida,W, 66_61 ,6.2
Jacksonville,W, 74_62 ,8.7
Lipscomb,W, 68_67 ,4
Belmont,L, 72_62 ,-5
USC Upstate,W, 67_52 ,4.8
Kennesaw St.,W, 93_62 ,19.6
Mercer,W, 82_75 ,3.2
Florida Gulf Coast,W, 66_59 ,7.8
Stetson,L, 55_54 ,7
Jacksonville,W, 80_64 ,14.3
North Florida,W, 80_57 ,13.9
Belmont,L, 68_58 ,3
Lipscomb,W, 102_95 2OT,-2.3
Campbell,W, 66_59 ,3.4
Campbell,W, 54_53 ,4.1
North Florida,L, 59_55 ,-3.7
Furman,W, 76_63 ,10.4
Ohio,W, 82_73 ,4.7
Iona,L, 83_80 ,-0.9
