Opponent,Results,Score,PlusMinus
Memphis,L, 104_40 ,-23.9
Tennessee Martin,L, 79_56 ,-6.9
Tulane,L, 77_36 ,-13.3
Northwestern St.,L, 83_70 ,0.1
LSU,L, 78_36 ,-14.6
Northwestern St.,L, 82_55 ,-2.4
IUPUI,L, 77_69 ,-9.7
Western Illinois,L, 57_51 ,-2.3
Louisiana Monroe,L, 60_46 ,-4.1
Marquette,L, 81_52 ,-11.5
Wyoming,L, 76_49 ,-11.6
Oakland,L, 98_71 ,-15.7
IPFW,L, 83_51 ,-9.8
South Dakota St.,L, 86_62 ,-16.9
North Dakota St.,L, 76_60 ,-13.5
UMKC,L, 71_67 ,-7.5
Southern Utah,L, 88_75 ,-10
Louisiana Lafayette,L, 94_62 ,-9.6
Oral Roberts,L, 78_65 ,-14.6
IPFW,L, 76_66 ,0.4
Oakland,L, 100_70 ,-8.5
North Dakota St.,L, 83_63 ,-8.8
South Dakota St.,L, 102_73 ,-20.1
Southern Utah,L, 70_49 ,-6.5
UMKC,L, 91_58 ,-17.2
Oral Roberts,L, 81_61 ,-8.3
Western Illinois,W, 73_60 ,8.9
IUPUI,L, 78_57 ,-9.6
