Opponent,Results,Score,PlusMinus
Florida St.,L, 89_66 ,-7.9
Utah Valley,W, 65_62 ,8.2
Chattanooga,W, 80_59 ,10.1
Marshall,L, 88_79 ,-3.7
Louisville,L, 92_55 ,-22.9
Jackson St.,L, 61_52 ,-1.8
Bowling Green,L, 76_67 ,-4.7
Sam Houston St.,L, 74_71 ,-0.6
Florida A&M,W, 87_82 ,1.5
Utah Valley,L, 95_92 ,-6.7
Louisiana Monroe,W, 73_72 ,-7.6
Arkansas St.,W, 75_70 ,3.9
South Alabama,W, 73_62 ,10.7
North Texas,L, 87_77 ,-0.5
Denver,L, 79_70 OT,-3.7
Arkansas Little Rock,L, 78_70 ,-8
South Alabama,L, 86_78 ,-6
Western Kentucky,L, 81_78 ,-5
Middle Tennessee,L, 79_70 ,2
Troy,W, 81_80 OT,0.8
Florida Atlantic,L, 73_72 ,6
Louisiana Lafayette,L, 72_68 ,-2.7
Middle Tennessee,L, 80_68 ,-7.7
Florida Atlantic,L, 80_78 OT,-1.1
Western Kentucky,L, 80_73 ,-5.2
Troy,W, 83_76 OT,-1.6
Denver,W, 53_49 ,7.7
Middle Tennessee,L, 73_38 ,-9.8
