Opponent,Results,Score,PlusMinus
Stetson,L, 89_79 ,-5.2
Hampton,W, 63_56 ,6.8
VCU,L, 90_69 ,-6.4
Elon,W, 89_70 ,5.2
Winthrop,L, 83_74 ,-6.7
Marist,W, 81_59 ,10.2
Iowa,W, 76_73 ,-4.2
Holy Cross,W, 75_64 ,5.7
UNC Wilmington,L, 81_69 ,-8.2
UNC Greensboro,W, 69_67 ,3.2
Xavier,L, 83_75 ,-9.5
Presbyterian,L, 66_64 ,-5.6
Richmond,L, 90_74 ,-5.4
Gonzaga,L, 73_63 ,-4
High Point,W, 79_63 ,7.6
North Carolina St.,L, 90_69 ,-7.4
Maryland,L, 74_55 ,-9
Virginia Tech,L, 94_65 ,-13.2
Georgia Tech,L, 74_39 ,-14.5
Duke,L, 83_59 ,-6.3
Virginia,W, 76_71 ,-0.5
Florida St.,L, 85_61 ,-9.9
Maryland,L, 91_70 ,-10.5
Miami FL,L, 74_73 ,-1.7
North Carolina St.,L, 80_55 ,-8.3
North Carolina,L, 78_64 ,-11.6
Florida St.,L, 84_66 ,-2.8
Virginia Tech,L, 76_62 ,-9.9
Clemson,L, 63_49 ,-10
Georgia Tech,L, 80_54 ,-9.5
Boston College,L, 84_68 ,-10.5
Boston College,L, 81_67 ,-11.8
