Opponent,Results,Score,PlusMinus
Illinois,L, 79_65 ,-15.5
USC,L, 62_49 ,-6.8
Navy,W, 75_60 ,11
Seattle,W, 85_77 ,2.4
Louisiana Tech,L, 76_72 ,3.2
Marist,W, 77_56 ,10.8
San Diego,W, 90_82 ,5.8
San Jose St.,L, 85_70 ,-4
Wyoming,W, 83_68 ,10.7
Pepperdine,L, 76_69 ,-3.1
UCLA,L, 74_73 ,-8.1
UC Riverside,L, 73_68 ,2.6
Loyola Marymount,L, 87_80 ,-5.9
Cal St. Fullerton,W, 85_78 ,4
Long Beach St.,L, 86_78 ,3.5
UC Santa Barbara,L, 71_58 ,-5.5
Cal Poly,W, 65_53 ,5.2
Cal St. Bakersfield,W, 76_73 ,0.5
Long Beach St.,W, 86_76 ,3.1
Cal St. Northridge,L, 66_62 ,-2
UC Davis,L, 108_107 2OT,3.2
Cal St. Fullerton,L, 80_74 ,-5.1
Cal St. Northridge,L, 91_83 ,-7.9
Cal Poly,L, 80_71 ,-1.6
UC Santa Barbara,W, 66_63 ,1
Pacific,L, 75_51 ,-7.3
Nevada,L, 74_63 ,-10
UC Davis,W, 96_87 2OT,3
Pacific,W, 97_86 2OT,6
UC Riverside,L, 75_66 ,-7.4
Long Beach St.,L, 79_72 ,1.4
