Opponent,Results,Score,PlusMinus
Lipscomb,W, 80_66 ,4.9
Hofstra,W, 107_63 ,19.3
Minnesota,L, 72_67 ,-2
Vanderbilt,L, 72_65 ,-4.6
UNC Asheville,W, 80_69 ,9.1
College of Charleston,W, 74_69 ,2.2
Illinois,L, 79_67 ,-6.3
Kentucky,W, 75_73 ,-1.1
Evansville,W, 76_49 ,13.7
Long Beach St.,W, 96_91 ,6.2
Texas,L, 78_76 ,-0.3
William & Mary,W, 85_60 ,14.6
Rutgers,W, 78_55 ,16
St. Francis PA,W, 103_54 ,13.8
Virginia,W, 62_56 ,-1.5
Virginia Tech,W, 64_61 ,-6.4
Georgia Tech,L, 78_58 ,-6.4
Clemson,W, 75_65 ,3.6
Miami FL,W, 74_71 ,-3
North Carolina St.,W, 84_64 ,13.2
Boston College,W, 106_74 ,9.7
Florida St.,W, 89_69 ,9
Duke,L, 79_73 ,5
Clemson,W, 64_62 ,3.2
Wake Forest,W, 78_64 ,11.6
Boston College,W, 48_46 ,5
North Carolina St.,W, 75_63 ,0.7
Maryland,W, 87_76 ,8.8
Florida St.,W, 72_70 ,0.4
Duke,W, 81_67 ,7
Miami FL,W, 61_59 ,-6.9
Clemson,W, 92_87 OT,-5.8
Duke,L, 75_58 ,-12.4
LIU Brooklyn,W, 102_87 ,11.2
Washington,W, 86_83 ,-1.9
Marquette,W, 81_63 ,14.4
Kentucky,L, 76_69 ,-4.8
