Opponent,Results,Score,PlusMinus
Texas A&M,L, 88_56 ,-19.1
Houston,L, 88_68 ,-6.1
Purdue,L, 103_48 ,-29.4
Colorado,L, 91_51 ,-18.3
Denver,L, 69_51 ,-
Southern Miss,L, 100_71 ,-8.4
Kansas St.,L, 89_55 ,-13.3
Nebraska,L, 78_57 ,-16.7
South Alabama,L, 86_76 ,-11.6
Mississippi,L, 100_62 ,-12.5
Prairie View A&M,L, 68_66 OT,1.8
Texas Southern,L, 79_66 ,-6.1
Jackson St.,L, 90_64 ,-11.2
Grambling St.,W, 75_73 ,-
Mississippi Valley St.,L, 87_70 ,-8
Arkansas Pine Bluff,L, 81_74 ,-4.6
Alabama A&M,L, 64_55 ,-11.3
Alabama St.,L, 81_68 ,-10
Southern,W, 70_63 ,2.3
Jackson St.,W, 81_75 ,3
Grambling St.,L, 61_60 ,3.7
Mississippi Valley St.,L, 91_83 ,-10.6
Arkansas Pine Bluff,L, 72_62 ,2.5
Alabama A&M,L, 70_68 ,4.8
Alabama St.,L, 62_53 ,-8
Southern,W, 83_74 ,2.7
Texas Southern,L, 79_68 ,-13.2
