Opponent,Results,Score,PlusMinus
Pittsburgh,L, 83_75 ,-0.3
Brown,W, 92_67 ,11.6
College of Charleston,W, 75_66 ,4.3
Toledo,W, 76_65 ,11.5
Illinois Chicago,L, 74_68 ,-1.4
Drexel,W, 74_68 ,3.3
Davidson,W, 71_58 ,6.4
Providence,L, 87_74 ,-7.2
Northeastern,W, 79_67 ,2.2
Quinnipiac,L, 73_66 ,-3.4
New Hampshire,W, 64_52 ,8.3
Lafayette,W, 73_65 ,0
Boston College,W, 67_65 ,3.5
Florida,L, 84_59 ,-13
Xavier,L, 72_45 ,-10.6
Richmond,W, 78_74 ,0.1
St. Bonaventure,W, 56_55 ,-2.5
Saint Joseph's,W, 64_59 ,3.2
La Salle,L, 76_75 ,-1.2
Saint Louis,W, 59_57 ,-0.6
Massachusetts,L, 64_54 ,-5.6
Fordham,W, 72_52 ,3.4
Temple,L, 80_67 ,-7
Dayton,W, 67_53 ,2.1
Charlotte,W, 71_70 OT,-4.6
Massachusetts,L, 66_60 ,-0.3
Duquesne,W, 77_76 ,-0.6
Fordham,W, 90_58 ,20.5
George Washington,L, 66_55 ,-3.2
St. Bonaventure,L, 74_68 ,-8.6
Saint Louis,W, 70_61 ,3.3
Richmond,L, 55_45 ,-2.8
Miami OH,W, 76_59 ,6.6
UCF,L, 66_54 ,-1.9
