Opponent,Results,Score,PlusMinus
Cal St. Northridge,W, 80_63 ,3.7
New Mexico,W, 89_64 ,7
Temple,W, 57_50 ,0.2
Notre Dame,L, 57_44 ,-8.9
Boston College,L, 68_46 ,-6.1
UC Davis,W, 74_62 ,6.3
Iowa St.,W, 76_73 ,3.4
San Diego St.,L, 77_57 ,-4.4
Southern Miss,L, 80_78 ,0.5
Cal Poly,W, 51_41 ,3.8
Kansas,L, 78_63 ,-7.5
Hartford,W, 74_56 ,12.8
Stanford,L, 82_68 ,-5.6
Arizona,L, 73_71 ,-0.7
Arizona St.,W, 65_61 ,6.6
Washington St.,W, 88_81 OT,4.6
Washington,L, 92_71 ,-10.4
UCLA,L, 86_84 ,-7
USC,W, 68_66 ,2.2
Oregon St.,W, 85_57 ,10.3
Oregon,W, 85_77 ,7.9
Arizona St.,W, 66_62 ,0.9
Arizona,L, 107_105 3OT,-0.4
Washington,L, 109_77 ,-19.6
Washington St.,L, 75_71 ,-1.8
USC,L, 78_75 ,-7.4
UCLA,W, 76_72 OT,5.3
Oregon,W, 81_71 ,-4.5
Oregon St.,W, 87_76 ,-3.4
Stanford,W, 74_55 ,12.5
USC,L, 70_56 ,-4.6
Mississippi,W, 77_74 ,4.6
Colorado,L, 89_72 ,-6.5
