Opponent,Results,Score,PlusMinus
Florida National,W, 97_65 ,-
Coastal Georgia,W, 91_79 ,-
USC Upstate,W, 72_69 ,0.9
Davidson,L, 77_45 ,-13.8
Mercer,L, 77_75 ,4.2
Carver,W, 92_27 ,-
FIU,W, 103_99 2OT,5.5
Carver,W, 119_43 ,-
Florida Gulf Coast,L, 73_60 ,-6.7
South Alabama,L, 88_59 ,-12.1
South Alabama,W, 62_49 ,5.3
Appalachian St.,L, 66_63 ,5.1
Appalachian St.,L, 77_71 ,2.6
Troy,W, 67_64 OT,1.7
Troy,W, 63_56 ,5.2
South Alabama,W, 84_75 OT,2.3
South Alabama,L, 62_48 ,-11.8
Coastal Carolina,L, 79_62 ,-6.2
Coastal Carolina,W, 61_58 ,5.5
Troy,L, 68_56 ,-6.1
Troy,W, 79_64 ,8.8
Georgia St.,L, 79_75 ,1.9
Coastal Carolina,L, 65_55 ,1.6
Appalachian St.,L, 84_78 2OT,7.1
Appalachian St.,W, 65_57 ,1.8
