Opponent,Results,Score,PlusMinus
Eastern Illinois,W, 66_63 ,9.7
SMU,L, 66_64 ,3
Northern Kentucky,W, 66_60 ,3.7
Mississippi St.,W, 85_82 2OT,-1.8
Mississippi,W, 65_62 ,-2.5
La Salle,L, 67_65 ,3
George Mason,W, 74_65 ,3.6
Fordham,L, 55_54 ,2.4
Davidson,W, 89_78 OT,2.9
Duquesne,W, 72_63 ,3.7
George Washington,W, 67_54 ,11.3
VCU,L, 66_43 ,-15.3
Saint Louis,W, 76_71 ,4.9
Rhode Island,W, 67_56 ,2.8
Duquesne,L, 69_64 ,-14.5
George Mason,W, 74_65 ,8.1
VCU,L, 76_67 ,0.2
Rhode Island,L, 91_89 2OT,4.3
Saint Louis,W, 76_53 ,14.8
Saint Joseph's,L, 97_84 ,-11.6
St. Bonaventure,W, 55_52 ,2.5
