Opponent,Results,Score,PlusMinus
Arizona,L, 96_53 ,-20.9
UC Riverside,L, 74_50 ,-21.7
Colorado St.,L, 91_52 ,-7.3
Eastern Washington,L, 80_64 ,-5.8
Texas St.,L, 70_65 ,-2.7
Denver,W, 68_65 ,1.3
Gonzaga,L, 88_58 ,-23.7
Idaho,W, 78_65 ,2.3
Idaho,W, 83_78 OT,2.2
Idaho St.,L, 73_69 ,-1.2
Idaho St.,L, 76_70 ,-10.7
Montana,L, 67_56 ,-18.1
Montana,W, 62_58 ,-5.9
Montana St.,L, 62_51 ,-4
Montana St.,L, 58_53 ,-1.2
Northern Colorado,W, 68_64 ,-0.9
Weber St.,L, 92_59 ,-11.8
Weber St.,L, 74_52 ,-9.1
Southern Utah,L, 85_80 ,2.5
Southern Utah,L, 92_62 ,-10.2
