Opponent,Results,Score,PlusMinus
Radford,W, 77_62 ,4.3
Villanova,W, 81_73 OT,-0.4
South Florida,W, 76_58 ,9.5
VMI,W, 64_57 ,2
Penn St.,L, 75_55 ,-15.4
Clemson,W, 66_60 ,5.5
Coppin St.,W, 97_57 ,10.9
Longwood,W, 84_58 ,8.4
Miami FL,W, 80_78 ,5.8
Louisville,L, 73_71 ,-4.6
Notre Dame,W, 77_63 ,0.6
Duke,W, 74_67 ,8.3
Wake Forest,W, 64_60 ,3.3
Syracuse,L, 78_60 ,-4.6
Notre Dame,W, 62_51 ,9.7
Virginia,W, 65_51 ,-2.7
Pittsburgh,L, 83_72 ,-2.4
Miami FL,W, 80_76 OT,1.9
Georgia Tech,L, 69_53 ,-3.3
Wake Forest,W, 84_46 ,19.5
