Opponent,Results,Score,PlusMinus
Dallas Christian,W, 103_48 ,-
Texas A&M,L, 73_66 ,1.9
Abilene Christian,L, 69_48 ,-9.3
Arlington Baptist,W, 84_43 ,-
Grand Canyon,L, 75_72 ,-1.9
Grand Canyon,L, 59_48 ,-0.1
Cal Baptist,L, 83_74 ,-5.5
Cal Baptist,L, 73_67 ,-3.7
Weber St.,L, 94_79 ,0.8
Howard Payne,W, 113_53 ,-
Utah Valley,L, 73_60 ,-5.3
Utah Valley,W, 70_62 ,6.1
S'western Adventist,W, 97_26 ,-
McMurry,W, 112_54 ,-
Dixie St.,W, 77_59 ,11
Dixie St.,L, 64_48 ,-5.8
New Mexico St.,L, 78_51 ,-9.9
New Mexico St.,W, 64_55 ,8.5
