Opponent,Results,Score,PlusMinus
Sacred Heart,W, 97_90 OT,-2
Sacred Heart,L, 68_62 ,0.5
Mount St. Mary's,L, 77_57 ,-8
Mount St. Mary's,L, 63_52 ,-13.3
Fairleigh Dickinson,W, 62_51 ,2.6
Fairleigh Dickinson,W, 76_71 ,-3.2
LIU Brooklyn,W, 68_63 ,9.4
LIU Brooklyn,L, 78_68 ,-14.7
St. Francis PA,W, 68_62 ,7.7
St. Francis PA,W, 59_54 ,6.2
Central Connecticut,W, 62_46 ,8
Central Connecticut,W, 72_52 ,9.1
Bryant,L, 60_58 ,-6.1
Bryant,L, 76_60 ,-5.8
St. Francis NY,L, 84_71 ,-3.9
St. Francis NY,W, 75_67 ,8
Wagner,L, 74_67 ,-3.3
Wagner,L, 64_59 ,1.1
