Opponent,Results,Score,PlusMinus
Duke,L, 76_54 ,-11.2
Howard,W, 84_63 ,10.5
Chattanooga,L, 77_68 ,-4.2
Notre Dame,L, 81_70 ,-4
Transylvania,W, 90_40 ,-
Mount St. Joseph,W, 90_38 ,-
Lipscomb,L, 77_72 ,-0.1
Lipscomb,L, 65_58 ,-7.8
Florida Gulf Coast,W, 74_60 ,14.5
Florida Gulf Coast,W, 80_63 ,2
Stetson,W, 67_62 ,-1.8
Stetson,W, 76_65 ,-8
Kennesaw St.,W, 84_67 ,16.5
Kennesaw St.,W, 84_79 ,3.8
Jacksonville,W, 71_56 ,11.2
Jacksonville,W, 63_44 ,11.7
North Alabama,W, 66_64 ,3.2
North Alabama,W, 87_63 ,17.7
Liberty,L, 94_78 ,-10.6
