Opponent,Results,Score,PlusMinus
North Dakota,W, 74_73 ,-0.4
St. Katherine,W, 86_48 ,-
Denver,W, 73_70 ,4.1
Southern Utah,L, 85_78 ,-1.4
Bethesda (CA),W, 90_69 ,-
Gonzaga,L, 112_67 ,-17.5
New Mexico,L, 72_63 ,-3.2
UT Rio Grande Valley,L, 82_49 ,-16.8
UT Rio Grande Valley,L, 72_65 ,-0.1
Grand Canyon,L, 77_74 ,1.6
Grand Canyon,L, 81_46 ,-13.8
Cal Baptist,L, 89_74 ,-5.7
Cal Baptist,W, 79_75 ,-0.4
Seattle,W, 77_76 ,-4.2
Seattle,L, 77_56 ,-7.3
Utah Valley,L, 87_72 ,-12.1
Utah Valley,W, 93_89 ,0.9
Tarleton St.,L, 77_59 ,-11
Tarleton St.,W, 64_48 ,5.8
New Mexico St.,+7.2, 72_6523%,
New Mexico St.,+7.2, 72_6523%,
