Opponent,Results,Score,PlusMinus
UT Arlington,W, 76_71 ,5.1
Northwestern St.,W, 91_77 ,4.4
Louisiana Monroe,W, 78_62 ,12.1
LSU,L, 86_55 ,-13.5
Southeastern Louisiana,W, 78_69 ,-0.4
Louisiana Lafayette,L, 61_56 ,4
Jackson St.,W, 85_58 ,12.6
Lamar,W, 86_57 ,17.6
Louisiana Monroe,W, 68_57 ,-0.3
Marshall,W, 75_68 ,1.3
Marshall,L, 80_73 ,6
Western Kentucky,L, 66_64 ,-1.7
Western Kentucky,W, 63_58 ,7.9
UTSA,W, 77_66 ,2.8
UTSA,W, 82_66 ,8.2
UTEP,L, 82_74 ,-9.3
UTEP,W, 73_55 ,7.7
Southern Miss,W, 76_63 ,4.5
Southern Miss,W, 65_62 ,2
North Texas,W, 68_63 ,-1.3
North Texas,L, 57_55 ,-4.4
UAB,W, 70_58 ,6.3
UAB,W, 69_64 ,3.4
Rice,W, 101_57 ,20.6
Rice,W, 79_58 ,6.1
Our Lady of the Lake,W, 99_66 ,-
