Opponent,Results,Score,PlusMinus
Houston,L, 81_53 ,-12.4
Ecclesia,W, 101_54 ,-
San Diego St.,L, 83_52 ,-17.5
Loyola Marymount,L, 92_86 OT,3.8
Champion Baptist,W, 85_48 ,-
Southern-N.O.,W, 103_79 ,-
Louisiana Lafayette,L, 89_78 ,-13
North Texas,L, 85_47 ,-11.4
North Carolina Central,L, 77_71 ,-7.7
Pittsburgh,L, 72_51 ,-4.4
Texas College,W, 84_68 ,-
Incarnate Word,W, 85_62 ,11.6
Northwestern St.,W, 72_63 ,3.3
Abilene Christian,L, 79_74 ,5.4
New Orleans,L, 82_75 OT,0.5
Nicholls St.,L, 85_80 ,-0.4
Southeastern Louisiana,W, 71_62 ,6.2
Houston Baptist,W, 86_81 ,1.4
Lamar,L, 86_80 ,1.2
Sam Houston St.,L, 67_57 ,-4.9
Northwestern St.,W, 75_62 ,7.8
Stephen F. Austin,L, 99_95 ,-14
Southeastern Louisiana,L, 74_67 ,-5.1
Central Arkansas,W, 76_72 ,8.7
New Orleans,L, 90_74 ,-5.2
Nicholls St.,L, 96_79 ,-10.5
Houston Baptist,W, 88_79 ,-0.3
Texas A&M Corpus Chris,L, 82_70 ,-6.1
Lamar,W, 69_60 ,-0.2
