Opponent,Results,Score,PlusMinus
Massachusetts,L, 74_69 ,-0.5
UMass Boston,W, 102_63 ,-
Marist,W, 76_73 ,3.7
Cornell,W, 98_78 ,7.9
LIU Brooklyn,W, 74_66 ,7.9
Loyola MD,W, 83_75 ,-4.7
Sacred Heart,L, 87_80 ,-0.9
NJIT,L, 78_65 ,-8.2
Wagner,L, 90_72 ,-11.2
Brown,L, 89_75 ,-6.3
Boston University,W, 87_82 ,1.3
Central Connecticut,L, 76_73 ,-2.2
Wisconsin,L, 82_53 ,-14.8
Vermont,L, 88_77 ,-5.5
Hartford,L, 84_73 ,-0.1
UMBC,L, 89_62 ,-16.9
New Hampshire,L, 74_62 ,-14.7
Albany,L, 70_62 ,-4.1
Binghamton,W, 79_71 ,3.8
Stony Brook,W, 82_79 OT,1.3
Hartford,L, 77_70 ,8
Maine,W, 88_64 ,12.7
Stony Brook,L, 81_68 ,-11.1
Vermont,L, 81_69 ,-4.1
Albany,L, 91_81 ,-5.8
Binghamton,W, 74_69 ,6.2
Maine,W, 88_76 ,2.3
UMBC,L, 83_75 ,-1.5
New Hampshire,W, 92_77 ,5
UMBC,L, 89_77 ,1.9
