Opponent,Results,Score,PlusMinus
Eureka,W, 122_65 ,-
Nebraska,L, 86_67 ,-19.1
Bethune Cookman,W, 90_78 ,9.6
UT Rio Grande Valley,L, 75_63 ,1.6
Rogers St.,W, 86_74 ,-
Georgia Tech,L, 63_49 ,-5
Grambling St.,W, 82_77 ,4
Oklahoma,L, 82_72 ,-3.6
UT Arlington,L, 65_60 ,-2.6
Indiana St.,W, 79_76 OT,-2.7
McNeese St.,W, 85_47 ,11.4
San Diego,W, 86_83 OT,1.4
Georgetown,L, 75_63 ,-1.4
UTEP,W, 63_62 ,-0.5
UTSA,W, 72_71 ,-1.7
Charlotte,L, 70_68 ,-3.1
Old Dominion,L, 63_60 ,-6
Rice,W, 85_78 ,3
Louisiana Tech,L, 66_65 ,-1.6
Southern Miss,L, 85_78 ,-12
Florida Atlantic,W, 59_53 ,3.3
FIU,W, 69_67 OT,-3.2
Rice,W, 74_70 ,-1.9
UAB,W, 67_60 ,11.9
Middle Tennessee,L, 79_73 ,-4.5
Western Kentucky,L, 102_94 OT,-0.5
Marshall,L, 74_72 ,1.6
FIU,L, 69_68 ,-5.7
Florida Atlantic,L, 74_54 ,-6.6
UTSA,W, 80_62 ,9.3
UTEP,L, 68_66 ,-0
Louisiana Tech,L, 68_62 ,-1.3
South Dakota,W, 90_77 ,7.8
Mercer,W, 96_67 ,13.9
Jacksonville St.,W, 90_68 ,18
San Francisco,L, 72_62 ,-11.9
San Francisco,W, 69_55 ,7.4
San Francisco,W, 88_77 ,5.9
