Opponent,Results,Score,PlusMinus
Longwood,W, 74_61 ,9.3
St. Edwards,W, 89_66 ,-
LeTourneau,W, 91_68 ,-
Howard Payne,W, 118_64 ,-
Mississippi St.,L, 80_75 ,-1.4
Florida A&M,W, 79_63 ,2.4
North Dakota St.,W, 54_50 ,3.4
Louisiana Monroe,W, 68_65 ,-0.1
Louisiana Tech,W, 85_83 ,0.1
Rice,W, 81_62 ,12
LSU,W, 83_82 ,-1.6
Missouri,L, 82_81 ,-5.4
Arlington Baptist,W, 116_66 ,-
Southeastern Louisiana,L, 73_62 ,-3.1
Nicholls St.,W, 81_64 ,11.8
Northwestern St.,W, 64_56 ,1.7
New Orleans,W, 78_68 ,7.3
Incarnate Word,W, 83_63 ,7
Abilene Christian,W, 76_66 ,1.6
Central Arkansas,L, 100_92 ,-6.5
Sam Houston St.,W, 82_66 ,10
Houston Baptist,W, 102_82 ,8.9
Lamar,L, 76_54 ,-10.2
McNeese St.,W, 99_95 ,14
Northwestern St.,W, 97_50 ,19.1
Texas A&M Corpus Chris,W, 87_68 ,10.4
Incarnate Word,W, 81_70 ,9.2
Central Arkansas,W, 97_62 ,11.1
Lamar,L, 71_66 ,-5.7
Abilene Christian,W, 76_56 ,14.7
Sam Houston St.,W, 65_53 ,16.8
Central Arkansas,W, 86_64 ,12.2
Nicholls St.,W, 78_66 ,9.8
Southeastern Louisiana,W, 59_55 ,3.4
Texas Tech,L, 70_60 ,2.1
