Opponent,Results,Score,PlusMinus
Illinois Chicago,L, 65_55 ,-6.7
Evansville,L, 68_55 ,-10.2
Tennessee Martin,L, 74_57 ,-14.5
Warren Wilson,W, 101_76 ,-
Southern,W, 80_67 ,6
Marshall,L, 92_84 ,-7.3
Illinois,L, 86_73 ,-8.4
Southeast Missouri St.,W, 77_70 ,6.2
Christendom,W, 116_38 ,-
Southeast Missouri St.,L, 86_77 ,-5.9
George Mason,L, 77_65 ,-9.1
Grand Canyon,L, 64_59 ,-4.4
McNeese St.,W, 77_71 ,7.7
St. Andrews,W, 75_55 ,-
Delaware St.,W, 65_62 ,4.2
Norfolk St.,W, 64_63 ,2.5
Coppin St.,W, 81_61 ,7.2
Morgan St.,W, 77_63 ,6.2
Howard,L, 84_78 OT,-1.9
Maryland Eastern Shore,W, 63_60 ,4.4
North Carolina A&T,L, 70_64 ,4.7
Delaware St.,W, 72_61 ,2.4
Hampton,L, 86_70 ,-8.7
Florida A&M,L, 65_56 ,-4.4
Bethune Cookman,L, 99_81 ,-16.1
Maryland Eastern Shore,W, 77_49 ,8.8
Howard,W, 83_66 ,9.6
South Carolina St.,L, 102_79 ,-11.9
Savannah St.,L, 85_75 ,-7.5
North Carolina A&T,W, 70_59 ,2.9
Coppin St.,W, 60_48 ,1.1
Savannah St.,W, 58_56 ,-1.5
Morgan St.,W, 79_70 ,6.5
Hampton,W, 71_63 ,1.4
Texas Southern,L, 64_46 ,-8
