Opponent,Results,Score,PlusMinus
Illinois St.,W, 98_87 ,2.3
Siena,W, 86_53 ,8.9
Bowling Green,L, 83_80 ,2.4
Middle Tennessee,L, 85_72 ,-13.3
Denver,W, 79_71 ,2.7
Navy,W, 70_54 ,4.4
St. Francis NY,W, 75_51 ,13.4
Webber International,W, 115_61 ,-
Middle Tennessee,L, 81_76 ,-2.6
Florida Atlantic,L, 92_88 ,2.2
UT Arlington,W, 85_78 ,5.2
Oral Roberts,L, 83_64 ,-7.5
FIU,L, 91_88 ,-0.4
Wichita St.,L, 75_65 ,-2.9
Rhode Island,L, 80_60 ,-5.9
Florida Memorial,W, 76_42 ,-
Florida Tech,W, 62_54 ,-
Stetson,W, 90_52 ,19.4
USC Upstate,W, 75_58 ,12.4
NJIT,W, 68_54 ,6.3
Lipscomb,W, 88_83 ,-1.6
Kennesaw St.,W, 66_49 ,7.6
North Florida,W, 96_87 ,6.2
Jacksonville,W, 68_62 ,4
North Florida,W, 103_70 ,16.6
Jacksonville,W, 80_55 ,10.1
NJIT,W, 75_70 ,4.8
USC Upstate,W, 88_71 ,-5.7
Kennesaw St.,L, 97_93 ,-3.6
Lipscomb,L, 90_87 ,-4
Stetson,W, 76_60 ,9.6
USC Upstate,W, 96_76 ,4.8
North Florida,W, 95_72 ,8.8
Lipscomb,L, 108_96 ,-16.3
Oklahoma St.,L, 80_68 ,-7.1
