Opponent,Results,Score,PlusMinus
Green Bay,W, 85_65 ,6.5
Penn,L, 93_80 ,-14.6
Florida Atlantic,L, 77_67 ,-1.6
Manhattan,W, 70_68 ,3.5
Rockford,W, 105_53 ,-
Milwaukee,L, 75_62 ,-3.3
Chicago St.,W, 95_77 ,13.5
Iowa St.,L, 94_80 ,-4.6
Central Connecticut,W, 61_55 ,8.3
Marquette,L, 79_70 ,-4.5
Illinois Chicago,W, 69_63 ,2
Iowa,L, 98_75 ,-19.2
Kent St.,W, 75_61 ,0.3
Ohio,L, 78_68 ,-10.6
Bowling Green,L, 66_57 ,-8.1
Eastern Michigan,W, 72_66 ,1.2
Buffalo,L, 95_67 ,-4.7
Akron,L, 82_67 ,-10.4
Bowling Green,W, 93_62 ,6.6
Western Michigan,L, 79_72 ,-1.6
Central Michigan,L, 81_67 ,-13.2
Miami OH,L, 81_65 ,-11.2
Toledo,L, 82_77 ,-4.6
Buffalo,W, 90_88 OT,-3
Central Michigan,L, 80_72 ,0.4
Western Michigan,W, 75_67 ,1.2
Ball St.,L, 77_68 ,-7.1
Eastern Michigan,L, 82_53 ,-8.9
Toledo,L, 97_67 ,-13.5
Ball St.,W, 66_65 ,-0.2
Kent St.,L, 61_59 ,-1.7
