Opponent,Results,Score,PlusMinus
UC Santa Cruz,W, 96_65 ,-
Cal St. Northridge,W, 89_73 ,10.1
Arkansas,L, 83_75 ,-9.7
Evansville,L, 59_57 ,-1.1
George Mason,W, 79_73 ,7.2
Montana St.,W, 80_67 ,8.3
Weber St.,W, 83_71 ,14.1
Long Beach St.,W, 106_70 ,21.2
Cal St. Bakersfield,W, 70_55 ,5.8
Cal Poly,W, 83_63 ,11
Arkansas Pine Bluff,W, 78_52 ,14.5
Oregon,L, 68_61 ,3.1
Cal St. Monteray Bay,W, 93_56 ,-
Nevada,L, 80_65 ,-7.9
Air Force,W, 71_59 ,6.8
Utah St.,L, 81_79 OT,0.4
Colorado St.,W, 82_79 OT,1.9
Boise St.,L, 70_64 ,-5.9
New Mexico,W, 89_80 ,4.9
San Diego St.,W, 77_73 ,-1.5
UNLV,W, 69_63 ,2.7
Utah St.,L, 65_62 ,-3.5
Nevada,L, 102_92 ,-2.6
Wyoming,W, 80_62 ,13
San Diego St.,W, 79_61 ,7.1
San Jose St.,W, 77_57 ,5.4
Colorado St.,W, 86_65 ,7.8
UNLV,W, 77_64 ,10.5
Wyoming,L, 78_68 ,-5.1
Air Force,W, 54_48 ,3.6
New Mexico,L, 95_86 OT,-5.1
San Diego St.,L, 64_52 ,-4.6
