Opponent,Results,Score,PlusMinus
Coe College,W, 101_54 ,-
Wake Forest,W, 77_74 ,-4.4
Colorado,L, 86_81 ,-8.4
Drexel,W, 90_88 2OT,4.8
Chicago St.,W, 79_67 ,-1
Nebraska Omaha,L, 75_73 ,-1.9
Wyoming,L, 96_89 2OT,-0.9
South Dakota,L, 93_65 ,-5.6
Nebraska Omaha,W, 93_74 ,5.6
Minnesota,L, 68_67 ,2.3
Iowa,L, 90_64 ,-7.3
South Dakota St.,L, 87_74 ,-11.5
Maryland Eastern Shore,W, 81_57 ,4.9
Bradley,W, 66_64 ,-1
Southern Illinois,W, 70_67 ,9.5
Illinois St.,W, 87_62 ,11.3
Indiana St.,W, 75_72 ,5.5
Valparaiso,L, 77_60 ,-9.3
Evansville,W, 81_65 ,14.6
Northern Iowa,L, 68_54 ,1
Missouri St.,W, 61_58 ,-1.9
Loyola Chicago,L, 80_57 ,-2.1
Evansville,L, 77_73 ,-7.8
Southern Illinois,L, 78_67 ,-3.7
Bradley,W, 78_68 ,3.5
Loyola Chicago,L, 72_57 ,-3.8
Northern Iowa,W, 71_64 ,6
Indiana St.,W, 90_76 ,6.3
Missouri St.,W, 67_63 ,5.5
Illinois St.,L, 89_81 OT,0.7
Valparaiso,L, 69_64 ,-5
Bradley,L, 63_61 ,1.5
Abilene Christian,W, 80_73 OT,3.7
Northern Colorado,L, 81_72 ,-5.7
