Opponent,Results,Score,PlusMinus
Monmouth,L, 79_78 ,-3.9
Arkansas,L, 101_73 ,-13.3
North Carolina,L, 93_81 ,-6.6
Maryland,L, 80_78 ,3.3
Siena,W, 115_92 ,14.1
Ball St.,W, 87_83 ,-1.7
Stony Brook,W, 85_76 ,4.7
Saint Joseph's,L, 83_70 ,-11.7
Vermont,W, 81_77 ,3.3
Northeastern,L, 82_64 ,-7.2
VCU,L, 85_79 ,-2.8
Richmond,W, 86_78 ,-2.6
La Salle,W, 88_81 ,6.6
American,W, 84_55 ,9.7
Boston University,L, 84_79 ,-5.5
Army,W, 83_66 ,9.3
Lafayette,W, 80_75 OT,-2
Lehigh,W, 78_65 ,4.7
Colgate,W, 63_51 ,3
Loyola MD,W, 78_70 ,0.9
Holy Cross,W, 77_56 ,12.2
Navy,W, 87_67 ,13.4
Boston University,W, 91_79 ,9.7
Army,W, 83_71 OT,-5.5
Lafayette,W, 74_59 ,6.9
Lehigh,L, 92_89 OT,-0.4
Colgate,W, 65_64 ,-7.9
Loyola MD,W, 94_53 ,13
Holy Cross,W, 68_67 OT,1.2
Navy,W, 85_61 ,11.4
American,W, 80_61 ,10.5
Loyola MD,W, 83_78 ,5.2
Boston University,W, 90_59 ,17.4
Colgate,W, 83_54 ,9.1
Michigan St.,L, 82_78 ,-6.9
