Opponent,Results,Score,PlusMinus
Hampton,W, 90_75 ,-0.1
Xavier,L, 101_75 ,-13
Hartford,W, 89_53 ,1.9
George Washington,W, 67_65 ,-0.6
UC Irvine,W, 90_82 ,7.4
Hampton,W, 94_80 ,3
Providence,L, 88_84 ,-4.8
Drexel,L, 89_77 ,-4.1
Robert Morris,L, 78_75 ,-0.7
Hofstra,L, 88_82 ,-1
Wagner,W, 90_84 OT,3
Penn St.,W, 71_70 ,-3.8
Canisius,L, 77_76 ,-3.1
Niagara,W, 99_76 ,9.9
Fairfield,W, 96_77 ,12.1
Manhattan,W, 82_76 ,-1.2
Quinnipiac,W, 78_60 ,13.3
Iona,L, 91_64 ,-3.2
Saint Peter's,W, 88_84 ,0.7
Marist,W, 60_57 ,5.4
Fairfield,W, 90_88 ,-0.2
Saint Peter's,W, 63_60 ,-7.3
Monmouth,W, 92_85 ,8
Quinnipiac,W, 74_59 ,7.9
Manhattan,W, 77_73 ,0.1
Marist,W, 89_79 ,-10.6
Siena,W, 97_71 ,10.3
Canisius,W, 83_82 ,2.4
Monmouth,L, 91_77 ,-14.7
Iona,W, 110_101 ,12.8
Saint Peter's,L, 66_55 ,-4.8
Oregon,L, 99_86 ,2.6
