Opponent,Results,Score,PlusMinus
Sacred Heart,W, 69_64 ,5.5
Harvard,W, 73_69 ,7
Rhode Island,L, 88_66 ,-6.4
Fairleigh Dickinson,L, 87_76 ,1.5
Albany,L, 78_62 ,-7.3
Manhattan,L, 70_54 ,-11.9
La Salle,L, 58_54 ,-6.6
Massachusetts,L, 64_50 ,-4
New Hampshire,W, 62_58 ,3
Iona,L, 82_68 ,-8.9
Siena,L, 71_65 ,-2.6
Colgate,L, 79_74 ,-1.9
Lafayette,L, 60_48 ,-0.7
Lehigh,L, 83_77 ,-1.4
Loyola MD,W, 64_57 ,0.7
Navy,L, 61_56 OT,-2
Boston University,L, 54_40 ,-2.5
Army,W, 70_66 ,8.6
Bucknell,L, 77_56 ,-12.2
American,W, 60_57 ,0.7
Lafayette,W, 85_74 ,8
Lehigh,L, 71_67 ,-6.6
Loyola MD,W, 73_57 ,11.5
Navy,L, 69_34 ,-18.6
Boston University,W, 73_62 ,2.5
Army,W, 70_65 ,3
Bucknell,L, 68_67 OT,-1.2
American,W, 70_64 ,0.6
Colgate,L, 59_53 ,2
Navy,W, 81_65 ,4.9
Colgate,L, 62_55 ,-4.3
