Opponent,Results,Score,PlusMinus
Northern Illinois,L, 85_65 ,-6.5
Lakeland,W, 98_27 ,-
Mississippi St.,L, 77_68 ,-9.9
Florida A&M,W, 57_50 ,2.5
Stetson,L, 83_71 ,-12.1
Belmont,L, 86_75 ,0.1
Eastern Illinois,W, 59_57 ,-7.3
Missouri,L, 100_77 ,-11.2
Indiana St.,L, 85_63 ,-4.9
Wis.-Parkside,W, 86_50 ,-
Rockford,W, 108_64 ,-
Bowling Green,L, 81_78 OT,-0.9
Wisconsin,L, 81_60 ,-16.2
Detroit,W, 95_83 ,3.3
Oakland,W, 80_79 ,4.6
IUPUI,L, 67_63 ,0.1
Cleveland St.,L, 80_79 ,3.2
Youngstown St.,L, 85_74 ,-1
Illinois Chicago,L, 84_73 ,-14.9
IUPUI,L, 67_61 ,-7.4
Milwaukee,W, 99_92 OT,0.8
Wright St.,L, 80_67 ,-12
Northern Kentucky,L, 77_65 ,-9.7
Cleveland St.,W, 66_44 ,13.7
Youngstown St.,W, 85_67 ,10.8
Milwaukee,L, 76_58 ,-9.6
Wright St.,L, 68_64 ,-0.6
Northern Kentucky,L, 86_80 ,-6.3
Illinois Chicago,L, 83_75 ,1.8
Oakland,W, 96_90 ,-4.2
Detroit,W, 107_97 ,15.4
Detroit,W, 93_81 ,9.7
Wright St.,L, 87_72 ,-12.4
