Opponent,Results,Score,PlusMinus
Gardner Webb,W, 77_45 ,7.2
Navy,W, 89_55 ,14.4
Florida A&M,W, 90_59 ,16.3
La Salle,W, 57_46 ,1.8
North Florida,W, 86_65 ,11.8
Minnesota,W, 86_81 ,4.1
Princeton,W, 80_52 ,9.9
Boston University,W, 69_54 ,6.9
George Washington,W, 59_50 ,10.7
Hawaii,W, 75_57 ,4.7
New Mexico St.,L, 63_54 ,-1.4
Middle Tennessee,W, 84_81 ,-0.8
Pittsburgh,W, 67_53 ,7.4
Georgia Tech,L, 64_54 ,-1
Florida St.,W, 80_74 ,7.9
Clemson,L, 72_63 ,-2.3
Duke,L, 83_75 ,1.3
North Carolina St.,W, 86_81 ,4.8
Louisville,W, 78_75 OT,-0.7
Florida St.,L, 103_94 OT,-4.6
Pittsburgh,W, 69_57 ,7.7
Virginia Tech,W, 84_75 ,8.9
Wake Forest,W, 87_81 ,4.3
Boston College,L, 72_70 ,1.8
Virginia,L, 59_50 ,-7
Syracuse,L, 62_55 ,-2.9
Notre Dame,W, 77_74 ,2.9
Boston College,W, 79_78 ,-3
North Carolina,W, 91_88 ,4.1
Virginia Tech,W, 69_68 ,-1.2
North Carolina,L, 82_65 ,0.5
Loyola Chicago,L, 64_62 ,0.2
