Opponent,Results,Score,PlusMinus
LSU,L, 99_59 ,-15.6
Creighton,L, 109_72 ,-10.5
Northern Iowa,L, 73_45 ,-10.2
Baylor,L, 78_61 ,-15.4
Central Arkansas,L, 102_76 ,-16.7
Yale,L, 87_73 ,-9.3
Concordia (AL),W, 103_56 ,-
Tulane,L, 81_65 ,-12.5
Rust,W, 89_50 ,-
Iowa St.,L, 78_58 ,-4.1
Fisk,W, 77_69 ,-
Blue Mountain College,W, 83_56 ,-
Vanderbilt,L, 92_51 ,-24.7
Prairie View A&M,L, 76_64 ,-8
Texas Southern,L, 85_70 ,-3
Jackson St.,L, 60_55 ,-5.7
Grambling St.,L, 72_61 ,-1
Mississippi Valley St.,W, 77_63 ,13.4
Arkansas Pine Bluff,L, 71_59 ,-7.6
Alabama A&M,W, 68_52 ,5.6
Alabama St.,W, 81_64 ,8.8
Southern,L, 61_48 ,-2.1
Jackson St.,L, 60_57 ,-2.3
Grambling St.,L, 81_72 ,-2.3
Mississippi Valley St.,W, 94_90 OT,-0.5
Arkansas Pine Bluff,W, 84_52 ,10.2
Alabama A&M,W, 80_60 ,3.7
Alabama St.,L, 82_62 ,-8.3
Southern,W, 89_85 ,5.4
Prairie View A&M,L, 79_69 ,-8.6
Texas Southern,L, 78_71 ,-2.9
Prairie View A&M,L, 87_71 ,-5.1
