Opponent,Results,Score,PlusMinus
Arkansas St.,W, 77_63 ,8.5
North Carolina Central,W, 68_55 ,10.2
Southeast Missouri St.,W, 66_50 ,11.3
Binghamton,W, 66_61 ,7.9
Fresno St.,W, 59_57 ,1.1
Louisiana Tech,L, 63_61 ,0.4
New Mexico,L, 78_59 ,-7.7
Oakland City,W, 98_56 ,-
Bowling Green,W, 91_76 ,6.7
Canisius,W, 65_58 ,4.8
Austin Peay,W, 78_74 OT,2.3
Midway,W, 79_52 ,-
Duke,L, 104_40 ,-27.6
Illinois St.,L, 72_66 ,2.5
Loyola Chicago,L, 66_59 ,0.8
Southern Illinois,L, 65_63 ,-0.2
Bradley,W, 68_44 ,10.9
Missouri St.,W, 64_55 ,6
Drake,L, 81_65 ,-14.6
Indiana St.,L, 71_66 ,-4.7
Bradley,L, 66_53 ,-8.1
Valparaiso,W, 75_65 ,3.5
Drake,W, 77_73 ,7.8
Northern Iowa,W, 57_49 ,4.1
Illinois St.,L, 75_71 ,-4.6
Valparaiso,W, 63_59 ,0.5
Missouri St.,L, 72_55 ,-9.7
Northern Iowa,L, 47_41 ,-4.6
Loyola Chicago,L, 76_66 ,-0.9
Indiana St.,L, 58_53 ,-0.4
Southern Illinois,W, 75_44 ,13.1
Northern Iowa,L, 60_50 ,-7.2
