Opponent,Results,Score,PlusMinus
North Park,W, 88_46 ,-
Trinity Christian,W, 83_46 ,-
SIU Edwardsville,W, 94_69 ,10.9
Southeastern Louisiana,W, 83_50 ,5.3
Samford,W, 88_67 ,3.2
Kent St.,W, 77_67 ,2.2
UNC Wilmington,W, 79_70 ,1.8
Utah St.,W, 72_65 ,3.5
Purdue,L, 80_50 ,-11.4
Ball St.,L, 71_70 ,0.5
Northwestern,L, 84_50 ,-17.5
Santa Clara,W, 76_68 ,8.4
UC Riverside,L, 73_60 ,-15.2
Indiana St.,L, 73_64 ,-4.6
Missouri St.,L, 67_50 ,-12.2
Bradley,L, 80_71 ,-3.2
Southern Illinois,W, 83_72 ,6.7
Drake,W, 77_60 ,9.3
Northern Iowa,L, 81_76 ,-11.8
Missouri St.,L, 64_57 ,0.5
Loyola Chicago,L, 70_54 ,-5
Evansville,L, 75_65 ,-3.5
Illinois St.,L, 76_65 ,-9.6
Indiana St.,W, 69_63 ,0.8
Southern Illinois,L, 65_59 ,2.4
Evansville,L, 63_59 ,-0.5
Illinois St.,W, 74_58 ,2
Loyola Chicago,L, 80_71 ,-4
Bradley,W, 77_64 ,-3.3
Northern Iowa,L, 68_63 ,-4.4
Drake,W, 69_64 ,5
Missouri St.,L, 83_79 ,-6.6
