Opponent,Results,Score,PlusMinus
North Carolina Central,W, 65_55 ,6.7
Saint Joseph's,L, 86_82 OT,0.7
Delaware St.,W, 95_55 ,23.8
Fort Wayne,L, 67_51 ,-1.2
Kentucky,L, 107_73 ,-14.7
Troy,L, 87_66 ,-15.6
Loyola Chicago,L, 85_61 ,-19.2
Wis.-Parkside,W, 76_48 ,-
DePaul,L, 65_55 ,-6
Dartmouth,W, 76_60 ,3
Illinois St.,L, 71_70 ,0.3
Northern Illinois,L, 69_63 ,-2
Trinity Christian,W, 84_45 ,-
Wright St.,L, 65_61 ,-2.7
Northern Kentucky,L, 86_51 ,-24.5
IUPUI,W, 70_65 ,-5.3
Green Bay,W, 84_73 ,14.9
Milwaukee,W, 88_73 ,11.7
Oakland,L, 78_68 ,-2.5
Youngstown St.,W, 92_78 ,3.7
Cleveland St.,W, 87_80 ,7.3
IUPUI,W, 71_62 ,-1.2
Milwaukee,W, 74_56 ,7.9
Oakland,W, 79_73 ,4.4
Detroit,W, 78_69 ,4.3
Youngstown St.,W, 100_75 ,11.2
Cleveland St.,L, 86_78 ,-3.4
Green Bay,W, 83_75 ,-1.8
Detroit,W, 94_87 ,1.9
Northern Kentucky,L, 79_72 ,-5.7
Wright St.,L, 88_81 ,4.4
Milwaukee,L, 80_75 ,-0.5
St. Francis PA,W, 84_61 ,8
Austin Peay,W, 83_81 ,-4.9
Liberty,W, 67_51 ,3.7
Northern Colorado,L, 76_71 ,-5.4
