Opponent,Results,Score,PlusMinus
Kentucky,L, 73_63 ,-1.5
Duke,L, 99_69 ,-11
Idaho St.,W, 84_71 ,4
UC Davis,W, 80_71 ,2.9
Eastern Oregon,W, 97_52 ,-
North Dakota,W, 83_75 OT,1.7
BYU,L, 85_58 ,-11.5
UTSA,W, 88_80 ,3.7
Weber St.,W, 83_56 ,10.8
Cal St. Fullerton,L, 91_83 ,-3
Bethesda,W, 106_44 ,-
Hawaii,L, 70_69 ,-1
Montana Tech,W, 84_56 ,-
Sam Houston St.,W, 75_64 ,6
UC Riverside,W, 90_82 ,12
Cal St. Fullerton,W, 87_78 ,5.9
Cal St. Bakersfield,W, 75_42 ,6.4
UMKC,W, 95_59 ,16
Chicago St.,W, 83_58 ,10.1
UT Rio Grande Valley,W, 84_76 ,8.2
New Mexico St.,L, 86_59 ,-12.8
Grand Canyon,W, 68_56 ,2.6
Seattle,L, 55_54 ,-5.3
Chicago St.,W, 97_57 ,20.6
UMKC,L, 77_70 ,-4.6
New Mexico St.,W, 86_79 ,0.4
UT Rio Grande Valley,W, 84_72 ,8.5
Cal St. Bakersfield,W, 70_47 ,8.5
Grand Canyon,L, 60_59 ,-1.4
Seattle,W, 73_47 ,9.5
Cal St. Bakersfield,W, 81_74 ,6.2
Grand Canyon,L, 75_60 ,-10.2
Eastern Washington,W, 87_65 ,6
San Francisco,L, 78_73 ,-7.2
