Opponent,Results,Score,PlusMinus
Holy Cross,L, 69_64 ,-5.5
Boston College,L, 73_53 ,-2.8
Saint Peter's,L, 70_61 ,-2
Maine,W, 69_68 OT,-0.5
Mitchell,W, 84_60 ,-
Northwestern,L, 81_50 ,-11.5
UMass Lowell,W, 87_80 ,0.9
St. John's,L, 90_55 ,-5.2
Dartmouth,W, 79_73 ,7.8
Lafayette,W, 62_50 ,6.9
Hartford,L, 86_72 ,-5.6
Binghamton,L, 51_48 ,5.2
Providence,L, 89_75 ,-14.1
St. Francis NY,L, 73_68 ,-4.1
Fairleigh Dickinson,W, 66_65 ,-1.9
Wagner,L, 69_63 ,-4.4
Bryant,L, 79_74 ,-0.1
Mount St. Mary's,L, 81_75 ,-10.9
St. Francis NY,W, 92_52 ,20.6
Robert Morris,L, 74_60 ,-15.3
St. Francis PA,L, 73_60 ,-3.1
Robert Morris,L, 64_56 ,-2.5
St. Francis PA,L, 72_71 ,-2.7
LIU Brooklyn,L, 69_60 ,-5.5
Central Connecticut,W, 67_54 ,2.5
Fairleigh Dickinson,L, 77_67 ,-7.1
Central Connecticut,W, 67_50 ,8.2
Wagner,L, 99_84 ,-8.2
Mount St. Mary's,L, 74_69 ,-3.6
Bryant,W, 94_84 ,8
LIU Brooklyn,L, 88_77 ,-8.5
