Opponent,Results,Score,PlusMinus
Washington,L, 73_55 ,-3.2
Tennessee Martin,W, 86_71 ,6.6
Valparaiso,W, 83_71 ,5.3
West Virginia,W, 63_57 ,-0.9
UCF,L, 78_62 ,-1
Indiana St.,L, 63_54 ,-3.4
Tennessee St.,W, 88_74 ,6.4
Missouri St.,L, 84_78 ,-2.7
Arkansas,W, 78_77 ,-2
Troy,L, 87_81 ,-6.2
Belmont,L, 80_74 ,-7.8
Saint Mary's,W, 71_68 ,6.4
Wisconsin,W, 83_76 ,0.9
Charlotte,W, 68_50 ,9
Old Dominion,L, 69_66 ,5
Marshall,L, 70_69 ,5.6
FIU,L, 77_76 ,3.5
Florida Atlantic,W, 72_66 ,-3.4
Marshall,W, 68_59 ,-1
Southern Miss,W, 66_63 ,4.6
Louisiana Tech,L, 62_50 ,-1
UTSA,W, 96_88 OT,-1.3
UTEP,W, 76_59 ,4.8
Rice,W, 92_85 2OT,-0.3
North Texas,W, 62_59 ,8.3
Middle Tennessee,W, 71_63 ,3.2
UAB,L, 68_60 ,-5.4
Old Dominion,L, 67_63 ,-1.9
UAB,W, 73_67 ,-2.4
Southern Miss,W, 76_71 ,1.5
UTSA,L, 81_76 OT,-2.1
North Texas,W, 67_51 ,12.9
Southern Miss,W, 70_59 ,-0
Old Dominion,L, 62_56 ,-2.7
