Opponent,Results,Score,PlusMinus
Stony Brook,L, 77_74 OT,9.5
Siena,L, 69_61 ,-3.2
Virginia,L, 76_57 ,-15.3
Michigan,L, 84_61 ,-12.9
South Carolina,L, 90_55 ,-28.3
Manhattan,W, 70_43 ,16.4
Vermont,L, 69_53 ,-6.5
Princeton,L, 73_52 ,-5.2
Towson,W, 68_64 ,3.2
Valparaiso,L, 82_79 ,-0.4
Howard,W, 70_64 ,4.4
Harvard,L, 75_61 ,-7.8
American,W, 71_67 OT,0.2
Saint Joseph's,W, 70_56 ,-3
Dayton,L, 72_66 ,8.3
Richmond,L, 76_56 ,-7.9
La Salle,W, 59_56 ,-5.2
Duquesne,L, 91_85 OT,-6.7
Davidson,L, 73_62 ,-5.8
George Mason,L, 62_55 ,-3.1
Fordham,W, 79_61 ,6
VCU,L, 60_50 ,-4.9
Richmond,L, 89_63 ,-10.1
Saint Louis,L, 73_58 ,-2.6
Duquesne,L, 85_69 ,-5.1
Massachusetts,W, 79_67 ,9
VCU,L, 85_57 ,-6.9
Rhode Island,L, 80_53 ,-14
St. Bonaventure,L, 64_58 ,2.5
Fordham,L, 67_56 ,-6
George Mason,L, 81_65 ,-11.6
Massachusetts,W, 68_64 OT,-3.4
George Mason,L, 61_57 ,-0.7
