Opponent,Results,Score,PlusMinus
Tiffin,W, 91_52 ,-
St. John's,L, 84_80 ,-1.2
VCU,L, 72_61 ,-10.3
North Carolina Central,W, 75_60 ,7.3
Hampton,W, 81_79 ,4.5
Detroit,L, 82_67 ,-13.8
Drexel,W, 81_71 ,0.6
Hartford,L, 76_63 ,-5.9
Cleveland St.,L, 82_64 ,-4.4
Green Bay,W, 97_68 ,12.5
Findlay,W, 82_57 ,-
Western Carolina,W, 73_52 ,3.4
Tennessee Martin,W, 94_80 ,10.3
Kent St.,W, 86_64 ,13
Ohio,W, 82_63 ,2
Central Michigan,W, 97_87 OT,4.6
Ball St.,W, 79_78 ,3.8
Western Michigan,W, 79_48 ,11.5
Eastern Michigan,W, 80_67 ,6.8
Miami OH,L, 67_53 ,-6.6
Buffalo,W, 92_88 ,-3.1
Western Michigan,W, 85_72 ,6.4
Toledo,L, 78_71 ,-1.5
Central Michigan,W, 79_72 ,-5.9
Northern Illinois,W, 87_67 ,10.8
Akron,W, 73_69 ,1.8
Ohio,L, 92_87 OT,2.7
Miami OH,L, 82_69 ,-4.4
Kent St.,W, 77_72 ,5.1
Akron,L, 91_67 ,-6.1
Buffalo,L, 84_73 ,-11.1
Ball St.,W, 99_86 ,5.5
Northern Illinois,W, 71_67 ,7.2
Buffalo,L, 87_73 ,-4.2
