Opponent,Results,Score,PlusMinus
Santa Clara,W, 81_64 ,10.4
Baylor,L, 91_80 ,-9.2
UT Rio Grande Valley,L, 70_57 ,-5.8
Lamar,L, 74_67 ,-2.6
UNC Greensboro,L, 74_66 ,4.8
East Carolina,L, 76_64 ,-4.6
Georgia Tech,L, 65_54 ,2.5
Murray St.,L, 83_67 ,-5.5
Louisiana Tech,L, 82_68 ,-6.2
Louisiana Lafayette,L, 122_90 ,-20.5
Seattle,L, 102_64 ,-21.6
Winthrop,L, 76_62 ,-3
Huston-Tillotson,W, 81_65 ,-
Southern,W, 82_73 ,12.1
Alcorn St.,W, 57_54 ,6.7
Texas Southern,W, 79_73 ,6.1
Jackson St.,W, 55_51 ,-5.3
Grambling St.,W, 83_66 ,13.7
Mississippi Valley St.,W, 89_78 ,3.4
Arkansas Pine Bluff,W, 79_63 ,16.5
Alabama A&M,W, 81_65 ,4.8
Alabama St.,W, 69_67 ,2.6
Texas Southern,L, 95_90 ,5.7
Jackson St.,W, 79_66 ,13.8
Grambling St.,W, 92_87 ,2.2
Mississippi Valley St.,W, 69_63 ,-3.3
Arkansas Pine Bluff,W, 48_44 ,3.6
Alabama A&M,W, 72_65 ,3.3
Alabama St.,W, 96_69 ,11.5
Southern,W, 73_55 ,12.8
Alcorn St.,W, 98_64 ,7.2
Alcorn St.,W, 86_66 ,8.1
Grambling St.,W, 81_71 ,3.4
Texas Southern,W, 92_86 ,-0.5
Fairleigh Dickinson,L, 82_76 ,4.8
