Opponent,Results,Score,PlusMinus
Texas A&M-Commerce,W, 91_84 ,-
Oklahoma,L, 91_76 ,-11.9
Texas A&M Corpus Chris,W, 76_69 ,2.3
Prairie View A&M,W, 70_57 ,5.8
East Carolina,L, 69_64 ,-8.1
Georgia Tech,L, 72_44 ,-18.7
Lamar,W, 77_75 ,-9.8
Texas A&M Corpus Chris,W, 68_59 ,3.9
Houston,L, 58_53 ,-1.4
UT Arlington,W, 76_65 ,3.8
North Dakota,W, 70_56 ,10.3
Texas St.,L, 77_68 ,-4.8
Rice,L, 75_67 ,-5.1
McNeese St.,W, 68_64 ,0.4
Texas Tech,L, 71_46 ,-7
UC Irvine,L, 85_74 ,-14.6
Cal Baptist,W, 81_74 ,-5.2
Cal St. Bakersfield,L, 75_69 ,-7.1
Grand Canyon,L, 69_65 ,0.4
Utah Valley,L, 82_61 ,-12.5
Seattle,W, 67_62 ,1.7
New Mexico St.,L, 63_61 ,-2.3
Chicago St.,W, 77_46 ,12.8
UMKC,W, 75_63 ,2.6
Grand Canyon,W, 72_69 ,-2.7
Cal St. Bakersfield,W, 79_74 OT,-7.3
Seattle,W, 59_44 ,6.2
Utah Valley,L, 76_64 ,1.8
Wayland Baptist,W, 85_66 ,-
New Mexico St.,L, 88_79 ,-10.3
Chicago St.,W, 82_77 ,-1.5
UMKC,W, 75_70 ,-6.3
Cal Baptist,L, 82_79 OT,2.8
Cal St. Bakersfield,W, 85_70 ,13.5
New Mexico St.,L, 79_72 ,-6.7
Grambling St.,W, 74_73 ,1.6
Texas Southern,L, 94_85 ,1.8
