Opponent,Results,Score,PlusMinus
Rivier,W, 108_54 ,-
Massachusetts,L, 104_75 ,-18.9
Mount St. Vincent,W, 100_61 ,-
American,L, 68_44 ,-13.2
Quinnipiac,L, 69_63 ,-8.2
Connecticut,L, 91_66 ,-13
Boston University,L, 82_53 ,-16.8
Bryant,L, 75_65 ,2.5
Seton Hall,L, 77_57 ,-9.7
Niagara,L, 71_67 ,-1
Marist,L, 58_49 ,-8.9
Fairfield,L, 63_57 ,-2.3
Dartmouth,L, 76_68 ,-2.5
Binghamton,L, 69_58 ,-5.6
UMass Lowell,W, 68_64 ,1
Stony Brook,L, 62_44 ,-5.8
Vermont,L, 73_59 ,-7.8
Hartford,L, 74_39 ,-17.3
UMBC,L, 59_51 ,-3.3
Albany,L, 62_42 ,-9.1
Maine,L, 62_53 ,-1.8
UMass Lowell,L, 72_62 ,-6.6
Binghamton,L, 68_61 ,-6.7
Vermont,L, 73_44 ,-10
Stony Brook,L, 66_64 ,-1.2
Hartford,L, 70_50 ,-14.5
Albany,W, 62_58 ,-1.7
UMBC,L, 56_53 ,5.9
Maine,W, 60_53 ,-2.5
