Opponent,Results,Score,PlusMinus
The Citadel,W, 100_80 ,8.3
North Carolina Central,W, 71_51 ,15.9
Sam Houston St.,W, 74_59 ,6
Akron,W, 72_69 ,6.3
Georgia,W, 64_49 ,8.7
Creighton,L, 87_82 ,-6.8
Nebraska,L, 68_66 ,-1.2
Saint Peter's,W, 65_60 ,0.2
Mississippi St.,L, 82_71 ,-9.9
Radford,W, 74_66 ,0.4
Charleston Southern,W, 78_51 ,12.7
South Carolina,W, 78_68 ,5
Lipscomb,W, 84_67 ,11.6
Duke,L, 87_68 ,-7.5
Syracuse,L, 61_53 ,-8.1
Virginia,L, 63_43 ,-8.7
Georgia Tech,W, 72_60 ,11.7
Florida St.,L, 77_68 ,1
North Carolina St.,L, 69_67 ,-1.9
Pittsburgh,W, 82_69 ,18.8
Wake Forest,W, 64_37 ,14.2
Georgia Tech,W, 65_42 ,9
Virginia Tech,W, 59_51 ,3.4
Miami FL,L, 65_64 ,-2.4
Louisville,L, 56_55 ,0.7
Florida St.,L, 77_64 ,-8.4
Boston College,W, 76_66 ,2.2
Pittsburgh,W, 62_48 ,14.9
North Carolina,L, 81_79 ,-0.3
Notre Dame,W, 64_62 ,2.3
Syracuse,W, 67_55 ,-0.2
North Carolina St.,L, 59_58 ,7.9
Wright St.,W, 75_69 ,2.3
Wichita St.,L, 63_55 ,-6.1
