Opponent,Results,Score,PlusMinus
San Diego Christian,W, 87_71 ,-
Oral Roberts,W, 70_69 ,2.1
Tulsa,L, 82_79 ,-1.2
Nevada,L, 90_55 ,-11.3
Arkansas Pine Bluff,L, 115_107 3OT,1.9
Howard,L, 86_84 ,1.1
UC Riverside,W, 80_70 ,7.1
Mississippi Valley St.,W, 107_71 ,15.8
UC Irvine,L, 69_66 ,-2.6
Cal Tech,W, 87_48 ,-
Southeastern Louisiana,W, 73_52 ,8.2
Southern,W, 79_76 ,1.8
La Verne,W, 97_46 ,-
New Mexico St.,W, 82_76 ,8.4
UT Rio Grande Valley,L, 81_74 ,5.2
UMKC,L, 84_68 ,-5.4
Chicago St.,W, 77_75 ,0.7
Cal St. Bakersfield,L, 88_84 ,-0.5
Grand Canyon,L, 90_73 ,-4.1
Utah Valley,L, 79_62 ,-8.8
Seattle,W, 75_64 ,0.6
Chicago St.,W, 94_44 ,26.4
UMKC,W, 70_60 ,4.5
Bethesda,W, 115_65 ,-
Grand Canyon,L, 91_58 ,-7.6
Cal St. Bakersfield,W, 72_58 ,11.3
Seattle,L, 67_65 ,-6.8
Utah Valley,L, 64_63 ,-4.6
UT Rio Grande Valley,W, 82_79 OT,-2.8
New Mexico St.,L, 75_63 ,-16.7
Loyola Marymount,L, 56_55 ,-4.4
