Opponent,Results,Score,PlusMinus
Florida St.,L, 81_60 ,-9.4
Charleston Southern,W, 76_46 ,13.1
La Salle,W, 82_69 ,10.5
Oklahoma,L, 65_60 ,-3.1
Stanford,W, 72_49 ,14.8
Butler,L, 61_54 ,-1.2
North Florida,W, 98_66 ,13.2
West Virginia,W, 66_56 ,7.2
Michigan St.,L, 63_59 ,-5.1
Mercer,W, 71_63 ,6.6
Florida Gulf Coast,W, 77_56 ,12.6
Butler,W, 77_43 ,22.3
South Carolina,L, 71_69 ,6.2
Arkansas,W, 57_51 ,6.3
Tennessee,L, 78_67 ,0.1
Mississippi St.,L, 71_68 ,-0.8
Georgia,W, 62_52 ,4.6
Texas A&M,W, 81_72 ,-1.9
TCU,L, 55_50 ,-7.6
Mississippi,W, 90_86 OT,0.6
Kentucky,L, 65_54 ,2.6
Auburn,L, 76_62 ,-8.4
Tennessee,L, 73_61 ,-8.1
Vanderbilt,W, 66_57 ,3.3
Alabama,W, 71_53 ,9.6
LSU,W, 82_77 OT,2
Missouri,W, 64_60 ,-3.1
Vanderbilt,W, 71_55 ,10.6
Georgia,L, 61_55 ,-2.1
LSU,L, 79_78 OT,-0.9
Kentucky,L, 66_57 ,-3.6
Arkansas,W, 66_50 ,1.6
LSU,W, 76_73 ,-6.2
Auburn,L, 65_62 ,0.6
Nevada,W, 70_61 ,6.1
Michigan,L, 64_49 ,-6.1
