Opponent,Results,Score,PlusMinus
Westcliff,W, 75_43 ,-
UNLV,W, 61_50 ,1
Cal St. Northridge,W, 79_64 ,8.8
Georgetown,W, 65_52 ,3
Ohio,W, 65_56 ,5.5
Central Connecticut,W, 76_74 ,-2.6
Florida A&M,W, 71_63 ,5.6
Bethesda,W, 106_50 ,-
UCLA,L, 82_58 ,-10
Cal St. Fullerton,W, 59_49 ,5.4
Portland St.,W, 85_58 ,13.2
Boise St.,W, 70_69 ,5.2
UC Riverside,L, 60_53 ,-4
UC Davis,W, 77_59 ,11.9
Pepperdine,L, 77_62 ,-6.2
Portland,W, 76_64 ,8.3
Saint Mary's,L, 71_60 ,-14.5
Gonzaga,L, 73_55 ,-11.8
Pepperdine,W, 74_70 ,2
San Diego,L, 71_58 ,-3.5
Santa Clara,W, 69_61 ,-3.5
Pacific,W, 60_42 ,5.5
BYU,L, 67_49 ,-3.7
San Diego,L, 65_63 ,2.2
Portland,W, 72_55 ,3.3
Gonzaga,L, 73_60 ,-2.4
BYU,L, 70_62 ,3.8
Pacific,W, 63_56 ,6.3
Santa Clara,W, 72_70 ,-8.9
San Francisco,W, 74_69 ,4.2
Pepperdine,L, 68_65 ,3.1
Cal Baptist,W, 56_55 ,4.4
Brown,W, 81_63 ,7.5
South Florida,L, 56_47 ,-2.3
