Opponent,Results,Score,PlusMinus
UC Santa Barbara,L, 76_66 ,-3.1
Oregon St.,L, 83_64 ,-12
Grambling St.,W, 86_78 ,7.3
Niagara,L, 72_67 ,-3.9
Boston College,L, 88_76 ,-9.4
Richmond,W, 68_66 ,-3.2
Evansville,L, 86_78 ,-5.2
Northern Colorado,L, 85_80 ,-1.9
South Carolina,W, 73_64 ,0.1
Denver,L, 90_87 OT,-3.3
East Tennessee St.,L, 76_53 ,-19.4
UTEP,L, 76_65 ,-7.1
Dixie State,W, 65_63 ,-
Boise St.,L, 69_55 ,-9.1
UNLV,L, 68_56 ,-2.9
San Diego St.,L, 84_54 ,-16.9
Utah St.,L, 71_55 ,-2.5
New Mexico,L, 83_53 ,-14.9
San Jose St.,W, 59_46 ,6.4
Boise St.,L, 77_52 ,-9.2
Fresno St.,L, 75_62 ,-2.8
Air Force,L, 81_76 ,-8.6
Colorado St.,W, 74_66 ,13
Utah St.,L, 76_59 ,-3.4
Nevada,L, 82_49 ,-13.6
UNLV,L, 66_56 ,-5.4
Colorado St.,L, 83_48 ,-14
Fresno St.,L, 71_60 ,-6.7
Air Force,L, 80_72 ,-3.6
San Jose St.,W, 81_71 ,5.6
New Mexico,W, 88_81 ,4.3
New Mexico,L, 78_68 ,4.9
