Opponent,Results,Score,PlusMinus
Southeastern Baptist,W, 111_66 ,-
SMU,W, 74_64 ,0
Troy,W, 81_66 ,12.9
North Florida,L, 64_48 ,-11.7
Western Carolina,W, 68_63 ,1.4
William Carey,L, 78_72 ,-
South Alabama,W, 71_67 ,5.7
Rust College,W, 106_46 ,-
Millsaps,W, 81_47 ,-
Wichita St.,L, 63_60 ,-5.5
Kansas St.,L, 55_51 ,4
South Dakota,W, 66_60 ,-0.3
Louisiana Tech,L, 71_56 ,-10.2
Rice,L, 73_65 ,1.8
North Texas,L, 65_62 ,-2.1
Middle Tennessee,W, 77_70 ,7.7
UAB,W, 73_68 ,-0.3
Charlotte,W, 63_60 ,1
Old Dominion,L, 78_60 ,-6.7
Western Kentucky,L, 66_63 ,-4.6
Marshall,W, 101_51 ,20.8
FIU,W, 89_73 ,6.8
Florida Atlantic,W, 74_72 ,2.7
Louisiana Tech,W, 73_71 OT,1
UTSA,W, 78_71 ,1.7
UTEP,W, 77_47 ,28.1
UAB,L, 76_72 OT,3.2
Western Kentucky,L, 76_71 ,-1.5
Old Dominion,W, 59_52 ,3.1
UTSA,W, 81_48 ,9.2
Marshall,W, 82_73 ,1.3
Western Kentucky,L, 70_59 ,0
Longwood,L, 90_68 ,-9.7
