Opponent,Results,Score,PlusMinus
UAB,L, 75_67 ,-5.5
Piedmont,W, 105_52 ,-
Georgia St.,L, 62_60 ,-9.3
Tennessee Martin,W, 77_60 ,5
Maryland Eastern Shore,W, 80_42 ,17.9
North Carolina St.,L, 78_74 ,-5.7
Brewton Parker College,W, 90_65 ,-
The Citadel,L, 79_69 ,-0.9
Florida Atlantic,L, 68_64 ,-6.1
Georgia Southern,L, 89_74 ,-5.6
Florida,L, 71_63 ,-6.6
UNC Wilmington,W, 77_73 ,0.2
Harvard,L, 71_67 ,-9.3
Furman,L, 71_58 ,-7.2
Wofford,L, 78_74 ,-3.5
Western Carolina,W, 84_80 ,2.3
East Tennessee St.,L, 72_68 OT,1.2
Chattanooga,L, 73_70 ,-0.6
Samford,W, 93_87 ,6.2
VMI,W, 88_68 ,14.3
UNC Greensboro,L, 88_81 ,-11.3
Wofford,L, 76_67 ,-5.7
Furman,L, 74_63 ,-7.8
The Citadel,L, 67_61 ,-0
Western Carolina,W, 74_65 ,5.4
East Tennessee St.,L, 88_69 ,-9.9
Samford,W, 65_62 ,10.7
Chattanooga,W, 74_69 ,-1.2
VMI,L, 84_71 ,-0.5
UNC Greensboro,L, 74_47 ,-13.1
Furman,L, 85_74 ,-6.2
