Opponent,Results,Score,PlusMinus
Ball St.,L, 86_69 ,-5.4
Green Bay,W, 78_74 ,3
McKendree,W, 80_63 ,-
Western Kentucky,W, 63_54 ,3.4
San Jose St.,W, 86_57 ,15.1
Wright St.,W, 69_63 ,3.6
North Texas,L, 80_69 ,-10.7
Truman State,W, 77_69 ,-
TCU,L, 90_70 ,-11.6
Colorado,W, 72_67 ,5.3
UNLV,W, 84_79 ,6.3
TCU,L, 83_69 ,-8.3
Loyola Chicago,L, 79_44 ,-20
Bradley,W, 65_60 ,1
Missouri St.,L, 72_57 ,-3.7
Evansville,W, 72_66 OT,-0.3
Northern Iowa,L, 69_64 ,-2
Loyola Chicago,L, 75_67 ,-5.9
Valparaiso,W, 70_53 ,9.3
Illinois St.,L, 76_62 ,-8
Southern Illinois,L, 88_73 ,-5.3
Drake,L, 68_62 ,3
Evansville,W, 85_62 ,14.3
Bradley,L, 96_67 ,-20.3
Valparaiso,W, 87_82 OT,2.3
Southern Illinois,L, 79_57 ,-11.1
Illinois St.,W, 73_50 ,12.9
Missouri St.,L, 67_61 ,-5.7
Drake,L, 80_68 ,-6.3
Northern Iowa,W, 71_54 ,12.9
Valparaiso,L, 77_55 ,-4.9
