Opponent,Results,Score,PlusMinus
Florida Christian College,W, 116_66 ,-
Missouri St.,L, 83_70 ,-9.3
USC,L, 95_59 ,-15.4
Southeastern Louisiana,L, 69_57 ,-2.7
Robert Morris,L, 81_72 ,-2.2
VMI,L, 87_79 OT,1.7
Bethune Cookman,L, 84_74 ,-4.3
South Florida,L, 75_71 ,-3.4
Duke,L, 113_49 ,-27.4
Western Illinois,W, 68_64 ,-3.7
Marist,L, 79_75 ,-7.8
UCF,L, 90_65 ,-17.6
UNC Asheville,W, 80_74 ,-3.5
Longwood,L, 77_63 ,-9.3
Edward Waters,W, 72_65 ,-
Liberty,L, 71_53 ,-11.8
Lipscomb,L, 95_71 ,-14.3
North Florida,L, 87_77 ,-3.4
North Alabama,L, 63_62 ,2.1
Florida Gulf Coast,L, 87_65 ,-16.8
NJIT,L, 82_59 ,-7.3
Lipscomb,L, 88_65 ,-18.2
Jacksonville,L, 72_57 ,-8.3
Kennesaw St.,W, 92_75 ,4.5
Liberty,L, 57_54 ,-5.2
Jacksonville,L, 93_70 ,-12.1
Florida Gulf Coast,W, 67_55 ,8.4
NJIT,L, 82_77 ,-0.7
North Alabama,W, 63_60 ,1.2
North Florida,L, 77_67 ,-5.9
Kennesaw St.,L, 83_82 ,-0.1
