Opponent,Results,Score,PlusMinus
Samford,L, 91_74 ,-14.2
Blue Mountain College,W, 72_59 ,-
Saint Louis,L, 69_58 ,-4
Pittsburgh,L, 71_66 ,-2.8
Martin Methodist,W, 80_68 ,-
Troy,L, 77_58 ,-8.5
Toledo,L, 80_59 ,-10.4
Jacksonville St.,L, 76_65 ,-13
UAB,L, 73_67 ,-3.6
Huntingdon,W, 90_58 ,-
UNC Greensboro,L, 53_48 ,-1.9
Jacksonville St.,L, 64_50 ,-8.1
VMI,L, 89_68 ,-13.5
Gonzaga,L, 96_51 ,-27.7
Eastern Illinois,L, 81_70 ,-4.2
North Florida,L, 96_67 ,-12
Florida Gulf Coast,W, 61_56 ,-0
NJIT,W, 61_55 ,3.2
Jacksonville,W, 91_88 ,-0.8
Stetson,W, 63_62 ,-2.1
Liberty,L, 72_47 ,-8.7
Kennesaw St.,W, 76_71 ,8.1
NJIT,L, 76_70 OT,2
Lipscomb,L, 102_80 ,-20.3
Florida Gulf Coast,L, 71_64 ,-3.5
North Florida,L, 82_73 ,-8.2
Liberty,L, 80_70 ,-4.7
Kennesaw St.,W, 76_61 ,3.8
Stetson,L, 63_60 ,-1.2
Jacksonville,W, 69_55 ,10.8
Lipscomb,L, 87_75 ,-6.9
North Florida,L, 76_66 ,-2.9
