Opponent,Results,Score,PlusMinus
St. Francis PA,W, 82_67 ,4.6
West Virginia,W, 99_94 OT,-4.4
Southern Illinois,W, 62_53 ,2
Dartmouth,W, 110_71 ,14.6
Marist,W, 76_49 ,9.4
Milwaukee,W, 96_77 ,6
San Francisco,W, 85_81 ,3.1
Le Moyne,W, 89_55 ,-
St. Bonaventure,W, 80_62 ,14.6
Southern Illinois,W, 73_65 ,10.3
Syracuse,W, 71_59 ,-1.6
Marquette,L, 103_85 ,-1.1
Canisius,W, 87_72 ,6.4
Eastern Michigan,W, 74_58 ,8
Toledo,W, 110_80 ,13.9
Miami OH,W, 88_64 ,5.2
Western Michigan,W, 88_79 ,1.4
Eastern Michigan,W, 77_65 ,7.1
Northern Illinois,L, 77_75 ,-0.3
Kent St.,W, 88_79 ,-1.8
Ball St.,W, 83_59 ,11.1
Bowling Green,L, 92_88 ,3.1
Central Michigan,W, 90_76 ,-0.6
Akron,W, 76_70 ,4.8
Toledo,W, 88_82 ,-3.1
Ohio,W, 114_67 ,17.2
Kent St.,W, 80_57 ,7.6
Akron,W, 77_64 ,-0.4
Miami OH,W, 77_69 ,10
Ohio,W, 82_79 ,4.9
Bowling Green,W, 84_73 ,11.1
Akron,W, 82_46 ,13.4
Central Michigan,W, 85_81 ,-1.1
Bowling Green,W, 87_73 ,4.2
Arizona St.,W, 91_74 ,10.9
Texas Tech,L, 78_58 ,-13.2
