Opponent,Results,Score,PlusMinus
Portland,W, 82_64 ,6.3
Humboldt State,W, 90_54 ,-
North Texas,L, 68_51 ,-14
Northern Arizona,W, 85_68 ,9.7
Utah,W, 90_79 ,8.6
Seton Hall,L, 64_54 ,-2.6
Fresno St.,L, 79_64 ,-6.6
UCLA,L, 80_61 ,-15.7
Hawaii-Hilo,W, 82_75 ,-
Mississippi Valley St.,W, 76_51 ,13.2
UNLV,L, 73_59 ,-4.8
Colorado,W, 70_62 OT,1
Rhode Island,W, 68_60 ,-0.3
Alabama A&M,W, 71_63 ,1.2
Cal St. Fullerton,W, 79_68 ,1.3
Cal St. Northridge,W, 84_79 ,5.6
UC Riverside,L, 75_71 ,-0.2
UC Irvine,L, 75_74 OT,3.3
UC Davis,W, 80_60 ,7.3
Long Beach St.,W, 74_57 ,4.2
UC Santa Barbara,L, 75_54 ,-5.8
Long Beach St.,W, 77_70 ,2.8
UC Irvine,L, 67_56 ,-6.9
Cal Poly,W, 75_54 ,7.4
UC Riverside,W, 87_64 ,15.2
UC Santa Barbara,L, 79_61 ,-8.9
Cal Poly,L, 88_80 ,-2
Cal St. Northridge,L, 84_73 ,-2.9
UC Davis,W, 76_69 ,-4.1
Cal St. Fullerton,W, 71_59 ,1.1
Long Beach St.,L, 68_66 ,7.8
