Opponent,Results,Score,PlusMinus
Navy,W, 76_65 ,-1
Duke,L, 104_67 ,-15.1
Duquesne,L, 71_63 ,-5
Winthrop,W, 61_59 OT,2
Presbyterian,W, 61_57 ,-3.6
Kansas,L, 99_64 ,-12.4
William & Mary,L, 70_68 ,-2.1
Louisville,L, 79_53 ,-12
George Mason,W, 80_53 ,6.6
UNC Asheville,W, 82_74 ,7.1
Gardner Webb,W, 75_45 ,13.7
High Point,L, 83_77 ,-1.3
Coastal Carolina,W, 62_52 ,5.5
Charleston Southern,L, 70_55 ,-2
VMI,W, 109_91 ,12.5
Liberty,L, 60_55 ,0.5
James Madison,L, 67_63 ,3.4
Gardner Webb,W, 80_73 ,5.6
UNC Asheville,L, 92_84 ,-6
VMI,W, 111_84 ,10.3
High Point,W, 77_63 ,3.4
Charleston Southern,W, 61_58 OT,1.7
Coastal Carolina,L, 52_51 ,-8.3
Liberty,W, 74_69 ,-0.4
UNC Wilmington,W, 76_68 ,9
Presbyterian,W, 75_58 ,9.3
Winthrop,W, 54_52 ,-6.2
Charleston Southern,W, 64_61 OT,6.7
Winthrop,L, 61_46 ,-6.1
