Opponent,Results,Score,PlusMinus
Morehead St.,W, 75_59 ,10.7
Miami OH,W, 72_70 ,-3.6
Sam Houston St.,W, 102_92 ,11.9
Rider,W, 92_63 ,15.4
Cleveland St.,W, 73_49 ,10.1
Stanford,W, 73_65 OT,-0.4
UNC Asheville,W, 94_57 ,18.4
North Carolina,W, 68_66 ,8.3
Connecticut,W, 64_61 ,-
Indiana,W, 90_73 ,4.6
Austin Peay,W, 90_69 ,8.7
Drexel,W, 88_44 ,26.7
Long Beach St.,W, 86_73 ,3.3
Hartford,W, 104_61 ,23.2
Louisville,W, 71_62 ,7.6
Georgia,W, 76_68 ,2.4
Florida,W, 89_77 ,3.5
Auburn,W, 72_67 ,6.5
Arkansas,W, 101_70 ,24.1
South Carolina,L, 68_62 ,1.3
Vanderbilt,W, 85_72 ,12.7
Mississippi,W, 85_75 ,9.5
LSU,W, 81_55 ,14.7
Alabama,W, 66_55 ,4.8
Tennessee,W, 73_62 ,2.3
Mississippi St.,W, 81_75 OT,1
Vanderbilt,W, 58_56 ,0.9
South Carolina,W, 82_61 ,8.9
Tennessee,L, 74_65 ,-8.5
Georgia,W, 80_68 ,6.3
Florida,W, 74_66 ,6.9
Alabama,W, 73_67 ,-1.2
Tennessee,W, 74_45 ,7.4
Mississippi St.,W, 75_74 OT,-0.8
East Tennessee St.,W, 100_71 ,21.1
Wake Forest,W, 90_60 ,11.1
Cornell,W, 62_45 ,7.3
West Virginia,L, 73_66 ,-3.3
