Opponent,Results,Score,PlusMinus
Duke,L, 96_62 ,-15.3
Virginia Tech,L, 59_46 ,-2.8
Clemson,L, 89_67 ,-10.3
USC Upstate,W, 76_70 ,2.6
East Carolina,L, 82_61 ,-9.5
Samford,W, 73_40 ,7.2
College of Charleston,L, 67_64 ,-5.1
Princeton,L, 65_50 ,-7
Akron,L, 83_59 ,-12.8
Richmond,L, 89_63 ,-6.2
Wake Forest,L, 75_60 ,-4.8
North Carolina St.,L, 89_67 ,-8.4
Maryland,L, 97_63 ,-14.5
Wofford,L, 79_62 ,-12.8
Furman,W, 88_78 ,12.8
Chattanooga,L, 58_45 ,-2
Western Carolina,L, 79_69 ,-3.8
Appalachian St.,L, 72_64 ,-2.4
Chattanooga,W, 62_49 ,-3.5
Samford,L, 70_67 ,2
Elon,W, 62_55 ,6.7
Furman,L, 72_64 ,2.9
Wofford,L, 77_59 ,-11.1
Appalachian St.,L, 75_69 ,-1.4
Western Carolina,L, 75_70 ,-6.1
Elon,L, 70_65 ,-7.9
The Citadel,W, 59_53 ,0.7
Davidson,L, 60_56 ,-2.8
Georgia Southern,W, 81_79 ,8.2
Furman,W, 66_65 ,5.1
Wofford,L, 59_47 ,-7.8
