Opponent,Results,Score,PlusMinus
Oregon,L, 94_43 ,-25.8
Colorado St.,L, 57_40 ,1.1
UC Davis,L, 99_79 ,-9.6
Wake Forest,L, 76_52 ,-11.6
South Carolina St.,L, 63_60 ,-4.3
Charlotte,L, 94_52 ,-16.2
Maryland,L, 98_55 ,-10.9
Georgia Tech,L, 78_43 ,-13.5
Delaware St.,L, 49_48 ,4.8
Maryland Eastern Shore,W, 75_70 ,3.7
Coppin St.,W, 55_42 ,8.8
Morgan St.,L, 84_65 ,-4.3
Norfolk St.,W, 82_70 ,5
North Carolina A&T,W, 59_57 ,-1.2
Florida A&M,L, 75_69 ,-10.9
Bethune Cookman,L, 74_48 ,-8.2
Howard,W, 62_58 ,5.3
Hampton,L, 55_53 ,-1.9
Morgan St.,L, 79_65 ,-12.8
Coppin St.,W, 70_60 ,9.1
Norfolk St.,L, 74_50 ,-9.7
North Carolina A&T,W, 79_74 ,-5.9
Florida A&M,L, 75_61 ,-2.9
Bethune Cookman,L, 66_45 ,-6.1
South Carolina St.,W, 61_59 ,1.9
